PassengerId,Transported,Probabilidad
0256_01,True,0.538
0259_01,True,0.9084
0262_01,False,0.1148
0264_01,True,0.9899
0264_02,True,0.9847
0264_03,False,0.0024
0266_01,False,0.1397
0266_02,False,0.1552
0268_01,False,0.097
0268_02,False,0.2068
0271_01,False,0.1291
0272_01,False,0.145
0273_01,True,0.9855
0273_02,True,0.9684
0273_03,False,0.0957
0274_01,False,0.0219
0274_02,True,0.5514
0276_01,False,0.0236
0276_02,True,0.9859
0279_01,False,0.1491
0280_01,True,0.5898
0284_01,True,0.7917
0292_01,False,0.1327
0293_01,True,0.977
0295_01,False,0.3513
0296_01,False,0.1982
0299_01,False,0.1763
0300_01,False,0.0353
0308_01,True,0.5648
0311_01,True,0.5579
0312_01,True,0.5736
0317_01,False,0.1293
0318_01,True,0.5856
0319_01,False,0.1236
0319_02,True,0.947
0323_01,True,0.7153
0325_01,False,0.4206
0328_01,True,0.5774
0329_01,True,0.9743
0332_01,True,0.5736
0335_01,False,0.2942
0339_01,False,0.1566
0339_02,False,0.0742
0339_03,False,0.3474
0339_04,True,0.5366
0339_05,True,0.5326
0339_06,False,0.0378
0339_07,False,0.0903
0339_08,False,0.1045
0342_01,True,0.5969
0342_02,True,0.5468
0344_01,True,0.9563
0344_02,False,0.0207
0349_01,False,0.0015
0349_02,True,0.9383
0349_03,False,0.1134
0349_04,True,0.972
0349_05,False,0.2165
0349_06,False,0.0439
0351_01,True,0.953
0353_01,True,0.6604
0353_02,True,0.6884
0354_01,True,0.7134
0362_01,True,0.7843
0363_01,True,0.5156
0363_02,True,0.5472
0363_03,True,0.6724
0364_01,True,0.5987
0364_02,False,0.112
0366_01,True,0.5459
0367_01,False,0.0022
0374_01,False,0.1679
0374_02,False,0.074
0386_01,False,0.0693
0390_01,True,0.5233
0393_01,False,0.0209
0394_01,True,0.5819
0399_01,True,0.5933
0400_01,True,0.9505
0404_01,True,0.841
0406_01,False,0.204
0414_01,False,0.0703
0416_01,False,0.149
0418_01,False,0.1319
0419_01,True,0.6107
0419_02,True,0.7171
0419_03,True,0.5997
0420_01,False,0.1612
0421_01,True,0.9745
0422_01,False,0.1764
0424_01,False,0.1156
0426_01,False,0.1136
0440_01,False,0.2448
0443_01,False,0.3065
0450_01,False,0.1478
0451_01,True,0.9881
0455_01,False,0.3518
0464_01,True,0.5684
0467_01,True,0.9407
0467_02,True,0.9311
0467_03,True,0.9494
0467_04,True,0.9538
0469_01,False,0.3249
0473_01,False,0.2554
0478_01,False,0.0023
0478_02,True,0.9631
0479_01,True,0.9881
0483_01,True,0.9587
0483_02,True,0.6267
0484_01,True,0.9489
0486_01,True,0.5512
0489_01,False,0.4983
0489_02,True,0.9565
0491_01,False,0.3768
0492_01,False,0.1064
0493_01,False,0.4599
0494_01,True,0.9551
0494_02,False,0.2382
0495_01,False,0.4462
0495_02,True,0.6996
0495_03,False,0.4373
0495_04,False,0.2315
0495_05,False,0.0223
0495_06,False,0.2132
0496_01,True,0.8178
0496_02,True,0.6504
0497_01,True,0.9465
0505_01,False,0.141
0508_01,False,0.2212
0509_01,True,0.7366
0511_01,False,0.0766
0514_01,True,0.5648
0524_01,True,0.9388
0526_01,True,0.5196
0530_01,False,0.0261
0530_02,False,0.0034
0530_03,True,0.9915
0532_01,False,0.0683
0532_02,True,0.9841
0535_01,False,0.3045
0536_01,False,0.0603
0536_02,False,0.1504
0541_01,True,0.9847
0543_01,True,0.5196
0544_01,True,0.9979
0554_01,False,0.0723
0557_01,True,0.9658
0557_02,True,0.9565
0558_01,True,0.5993
0562_01,False,0.4514
0562_02,True,0.9612
0574_01,False,0.0326
0578_01,True,0.5649
0578_02,False,0.2706
0584_01,True,0.5483
0584_02,False,0.0207
0592_01,False,0.4961
0595_01,True,0.5104
0601_01,False,0.3394
0604_01,False,0.4437
0605_01,False,0.188
0606_01,True,0.608
0613_01,True,0.9757
0613_02,True,0.9723
0616_01,False,0.0713
0617_01,False,0.1517
0620_01,False,0.2287
0620_02,True,0.7159
0620_03,True,0.6957
0621_01,False,0.124
0622_01,False,0.0021
0624_01,True,0.9472
0625_01,True,0.9819
0625_02,True,0.9696
0625_03,True,0.9544
0626_01,True,0.9913
0626_02,True,0.9836
0626_03,True,0.8773
0627_01,True,0.5544
0632_01,False,0.135
0632_02,True,0.7779
0632_03,True,0.5658
0640_01,True,0.9599
0640_02,True,0.9756
0648_01,False,0.1901
0648_02,False,0.1867
0649_01,True,0.5002
0651_01,True,0.965
0652_01,True,0.554
0652_02,False,0.2593
0652_03,True,0.5941
0652_04,False,0.1107
0652_05,False,0.3857
0654_01,True,0.6155
0662_01,False,0.4904
0666_01,True,0.5339
0666_02,True,0.5206
0667_01,False,0.3435
0670_01,False,0.2017
0670_02,False,0.0945
0673_01,True,0.6252
0675_01,False,0.4413
0676_01,False,0.2625
0681_01,True,0.5201
0692_01,True,0.7406
0694_01,True,0.555
0695_01,True,0.6004
0698_01,False,0.1258
0700_01,False,0.1993
0706_01,True,0.6668
0708_01,True,0.9725
0708_02,True,0.9803
0711_01,False,0.0627
0716_01,False,0.1738
0717_01,True,0.9677
0717_02,False,0.3253
0717_03,True,0.966
0717_04,True,0.966
0717_05,False,0.0023
0717_06,False,0.0638
0717_07,True,0.9786
0720_01,True,0.9689
0720_02,False,0.3106
0720_03,False,0.088
0721_01,False,0.4963
0722_01,False,0.3592
0723_01,False,0.134
0725_01,True,0.5845
0730_01,True,0.5807
0731_01,False,0.1845
0731_02,False,0.3509
0735_01,False,0.3389
0739_01,True,0.5141
0741_01,True,0.5064
0742_01,True,0.5526
0742_02,True,0.9592
0744_01,True,0.9881
0745_01,False,0.1176
0747_01,False,0.1153
0748_01,True,0.9576
0748_02,False,0.0476
0749_01,True,0.9579
0751_01,True,0.9618
0752_01,True,0.5091
0755_01,True,0.913
0758_01,True,0.8326
0758_02,True,0.9794
0758_03,False,0.0294
0759_01,True,0.9568
0759_02,False,0.0073
0759_03,True,0.9504
0760_01,False,0.1137
0763_01,True,0.987
0763_02,False,0.0282
0766_01,True,0.539
0774_01,True,0.5853
0774_02,False,0.0136
0774_03,True,0.6651
0775_01,True,0.9847
0775_02,True,0.983
0775_03,True,0.9829
0775_04,False,0.0039
0775_05,True,0.9497
0775_06,True,0.9894
0778_01,True,0.9856
0778_02,True,0.791
0780_01,True,0.9549
0783_01,False,0.1866
0792_01,True,0.6242
0800_01,False,0.006
0801_01,True,0.9579
0803_01,False,0.4475
0804_01,True,0.9627
0807_01,True,0.5634
0810_01,False,0.1489
0812_01,True,0.539
0814_01,False,0.17
0821_01,True,0.7096
0827_01,False,0.2178
0827_02,True,0.5619
0827_03,True,0.9826
0831_01,False,0.1369
0832_01,True,0.6438
0837_01,True,0.9609
0837_02,False,0.0083
0838_01,True,0.5356
0838_02,False,0.1063
0841_01,False,0.0234
0842_01,True,0.5083
0843_01,True,0.6066
0844_01,True,0.6075
0847_01,False,0.0904
0852_01,True,0.9797
0854_01,True,0.6122
0855_01,True,0.9059
0856_01,False,0.121
0857_01,True,0.9116
0858_01,False,0.2235
0858_02,True,0.9579
0861_01,False,0.2821
0862_01,True,0.5576
0864_01,False,0.0427
0864_02,True,0.9733
0864_03,True,0.9716
0866_01,True,0.9514
0872_01,False,0.174
0880_01,True,0.6627
0880_02,True,0.5786
0882_01,True,0.9421
0884_01,False,0.2292
0884_02,False,0.4707
0886_01,False,0.2229
0886_02,True,0.9741
0886_03,True,0.9646
0887_01,False,0.0034
0887_02,False,0.0275
0888_01,False,0.1315
0888_02,True,0.5267
0891_01,True,0.9457
0892_01,True,0.9865
0892_02,True,0.9907
0892_03,True,0.9912
0894_01,True,0.9878
0895_01,False,0.2582
0896_01,False,0.4904
0897_01,True,0.9911
0897_02,True,0.9851
0900_01,True,0.6207
0908_01,False,0.4553
0909_01,False,0.0829
0909_02,True,0.9792
0909_03,True,0.9678
0914_01,False,0.0033
0916_01,False,0.1425
0917_01,True,0.5526
0920_01,False,0.0027
0929_01,False,0.3043
0934_01,False,0.1047
0936_01,False,0.159
0937_01,True,0.5356
0943_01,True,0.9741
0943_02,True,0.9646
0943_03,False,0.1924
0945_01,False,0.3623
0945_02,False,0.1666
0948_01,False,0.2315
0950_01,True,0.9618
0954_01,False,0.3357
0958_01,False,0.1808
0959_01,False,0.3037
0962_01,True,0.8997
0963_01,True,0.9763
0967_01,False,0.1762
0973_01,False,0.1806
0974_01,False,0.1772
0977_01,True,0.6282
0980_01,False,0.1397
0981_01,False,0.1711
0981_02,True,0.5992
0986_01,False,0.0013
0986_02,True,0.9817
0996_01,False,0.2089
0999_01,True,0.6438
0999_02,True,0.5446
1003_01,False,0.0662
1007_01,False,0.0904
1009_01,False,0.1
1010_01,True,0.9633
1016_01,False,0.0029
1021_01,False,0.2638
1023_01,True,0.9576
1028_01,True,0.6107
1037_01,False,0.4975
1039_01,False,0.1112
1042_01,False,0.1666
1044_01,True,0.741
1050_01,True,0.533
1055_01,False,0.373
1059_01,True,0.9713
1059_02,True,0.9684
1061_01,True,0.9663
1064_01,False,0.4688
1064_02,False,0.4896
1067_01,False,0.2314
1069_01,True,0.975
1070_01,True,0.501
1072_01,False,0.484
1072_02,False,0.4178
1072_03,False,0.3314
1072_04,False,0.179
1072_05,False,0.1272
1072_06,False,0.1625
1072_07,True,0.5461
1072_08,False,0.434
1073_01,False,0.1749
1074_01,True,0.512
1074_02,True,0.8728
1081_01,False,0.3568
1087_01,True,0.611
1090_01,True,0.9847
1090_02,False,0.0216
1092_01,True,0.6635
1098_01,False,0.1371
1101_01,True,0.5155
1103_01,False,0.1618
1104_01,True,0.9888
1106_01,False,0.1112
1106_02,True,0.9624
1107_01,False,0.2687
1109_01,False,0.1568
1111_01,True,0.6646
1111_02,False,0.4619
1111_03,False,0.4854
1118_01,False,0.0252
1118_02,True,0.9882
1118_03,True,0.9761
1118_04,True,0.8389
1118_05,False,0.0027
1119_01,False,0.1833
1119_02,True,0.9576
1120_01,True,0.8961
1122_01,True,0.574
1124_01,True,0.9925
1124_02,True,0.9134
1124_03,True,0.5577
1125_01,False,0.1484
1125_02,True,0.529
1126_01,True,0.9618
1128_01,True,0.9811
1128_02,True,0.9712
1131_01,True,0.9894
1135_01,False,0.0028
1135_02,True,0.8913
1135_03,False,0.0029
1135_04,True,0.9003
1137_01,False,0.4385
1137_02,False,0.1418
1138_01,True,0.9832
1139_01,True,0.6184
1143_01,False,0.3771
1145_01,True,0.9537
1145_02,False,0.2603
1145_03,False,0.1457
1145_04,True,0.9382
1151_01,True,0.5704
1157_01,False,0.1104
1158_01,True,0.6151
1158_02,True,0.5486
1159_01,True,0.6446
1159_02,False,0.3337
1159_03,True,0.6297
1160_01,False,0.431
1164_01,False,0.4349
1171_01,False,0.0345
1172_01,True,0.9618
1176_01,False,0.3242
1181_01,False,0.2455
1183_01,True,0.9668
1183_02,False,0.1562
1183_03,True,0.9801
1184_01,True,0.994
1184_02,True,0.7008
1189_01,False,0.186
1194_01,False,0.0908
1196_01,False,0.069
1196_02,False,0.145
1200_01,True,0.9918
1201_01,False,0.0177
1201_02,True,0.8185
1202_01,False,0.1016
1204_01,False,0.4663
1205_01,False,0.1127
1207_01,False,0.3572
1207_02,True,0.6698
1207_03,True,0.6093
1207_04,False,0.2895
1209_01,False,0.0265
1209_02,False,0.392
1217_01,True,0.9478
1217_02,True,0.9762
1219_01,False,0.0337
1219_02,True,0.9917
1224_01,True,0.9633
1224_02,True,0.9618
1226_01,True,0.9589
1226_02,True,0.9644
1227_01,True,0.9032
1237_01,False,0.4951
1241_01,False,0.1341
1244_01,True,0.9608
1245_01,True,0.5632
1247_01,True,0.958
1249_01,False,0.132
1251_01,True,0.9509
1252_01,False,0.1313
1253_01,False,0.1221
1257_01,True,0.9931
1257_02,True,0.9933
1257_03,True,0.9243
1257_04,True,0.9904
1262_01,True,0.7871
1262_02,False,0.2113
1265_01,True,0.574
1266_01,False,0.0794
1268_01,True,0.9397
1270_01,True,0.9924
1272_01,False,0.2136
1275_01,False,0.1413
1276_01,False,0.2667
1277_01,False,0.1539
1290_01,False,0.1073
1296_01,False,0.138
1297_01,True,0.8721
1298_01,False,0.3117
1301_01,False,0.2208
1301_02,False,0.4619
1301_03,True,0.5559
1303_01,False,0.3067
1305_01,True,0.6897
1313_01,False,0.4364
1314_01,False,0.1173
1315_01,False,0.4811
1318_01,True,0.9441
1319_01,False,0.0629
1319_02,False,0.072
1320_01,True,0.6599
1320_02,True,0.5971
1320_03,True,0.5971
1321_01,True,0.6135
1321_02,True,0.9761
1321_03,False,0.0798
1321_04,False,0.1996
1327_01,True,0.5306
1329_01,False,0.098
1334_01,False,0.2239
1338_01,True,0.9873
1338_02,True,0.9682
1339_01,True,0.5632
1341_01,False,0.1075
1341_02,True,0.5805
1341_03,False,0.4683
1343_01,False,0.0025
1343_02,True,0.9325
1343_03,False,0.0718
1344_01,False,0.1734
1346_01,False,0.3208
1349_01,True,0.5509
1349_02,True,0.6577
1354_01,False,0.1584
1354_02,False,0.1873
1354_03,True,0.9283
1354_04,True,0.926
1354_05,True,0.949
1354_06,True,0.944
1354_07,True,0.5565
1358_01,True,0.9509
1358_02,False,0.1615
1359_01,False,0.1749
1361_01,True,0.962
1361_02,False,0.1058
1363_01,False,0.2109
1364_01,False,0.2642
1364_02,True,0.5241
1367_01,True,0.6207
1369_01,False,0.4371
1369_02,True,0.6544
1369_03,True,0.757
1372_01,True,0.529
1373_01,False,0.3756
1374_01,True,0.9922
1388_01,True,0.6437
1392_01,False,0.4692
1394_01,True,0.5517
1396_01,False,0.4771
1405_01,False,0.4385
1409_01,False,0.2312
1409_02,True,0.5642
1411_01,True,0.7356
1418_01,True,0.6083
1422_01,True,0.9811
1422_02,False,0.0102
1422_03,False,0.0026
1429_01,False,0.3944
1432_01,False,0.1868
1432_02,False,0.0455
1436_01,False,0.4699
1437_01,False,0.127
1441_01,False,0.096
1446_01,False,0.0976
1448_01,False,0.2622
1449_01,False,0.126
1456_01,False,0.0758
1459_01,False,0.1468
1464_01,False,0.1161
1466_01,False,0.4701
1468_01,False,0.4225
1469_01,False,0.0977
1469_02,False,0.183
1470_01,True,0.5656
1471_01,False,0.2865
1471_02,False,0.4947
1471_03,True,0.5808
1471_04,False,0.344
1471_05,False,0.387
1472_01,True,0.6283
1473_01,False,0.1548
1473_02,False,0.0737
1475_01,True,0.5221
1476_01,False,0.1521
1477_01,True,0.6879
1477_02,False,0.0032
1480_01,True,0.5597
1482_01,True,0.9599
1483_01,True,0.7047
1486_01,True,0.5509
1487_01,True,0.8263
1487_02,False,0.4264
1492_01,False,0.0046
1492_02,False,0.4546
1494_01,False,0.1306
1495_01,False,0.0849
1495_02,True,0.6373
1496_01,True,0.5101
1497_01,True,0.9565
1497_02,True,0.9558
1502_01,False,0.0027
1502_02,True,0.9886
1502_03,True,0.9886
1502_04,True,0.9857
1504_01,False,0.1118
1505_01,False,0.0548
1508_01,False,0.1505
1512_01,False,0.33
1513_01,True,0.6122
1514_01,True,0.6107
1516_01,False,0.4377
1517_01,False,0.1987
1518_01,False,0.0033
1518_02,False,0.0581
1519_01,False,0.1346
1522_01,True,0.9576
1530_01,True,0.8407
1534_01,False,0.0836
1534_02,False,0.0413
1535_01,False,0.0337
1537_01,True,0.9931
1538_01,False,0.0709
1538_02,False,0.2592
1546_01,True,0.6613
1549_01,False,0.4812
1553_01,True,0.9576
1553_02,False,0.1776
1554_01,True,0.6343
1554_02,False,0.4641
1556_01,True,0.5403
1557_01,True,0.9979
1559_01,True,0.9854
1559_02,True,0.9712
1563_01,True,0.9928
1566_01,True,0.9845
1570_01,False,0.146
1571_01,False,0.3015
1574_01,True,0.5055
1575_01,True,0.5813
1582_01,False,0.4256
1582_02,True,0.6442
1583_01,True,0.9622
1586_01,False,0.0746
1587_01,True,0.6282
1587_02,True,0.6741
1589_01,False,0.1302
1591_01,False,0.0049
1591_02,True,0.964
1598_01,True,0.7579
1598_02,False,0.4919
1600_01,False,0.1577
1605_01,False,0.1207
1607_01,True,0.6606
1609_01,False,0.0948
1610_01,True,0.772
1616_01,False,0.4912
1618_01,False,0.0035
1620_01,False,0.0029
1623_01,False,0.2182
1627_01,True,0.5466
1629_01,True,0.9576
1629_02,True,0.9586
1629_03,True,0.9825
1629_04,True,0.8986
1629_05,True,0.9825
1629_06,True,0.9923
1639_01,False,0.089
1641_01,True,0.9569
1642_01,False,0.0077
1643_01,False,0.1718
1648_01,True,0.9026
1652_01,True,0.6601
1654_01,False,0.08
1664_01,False,0.4192
1665_01,True,0.9785
1665_02,True,0.9761
1667_01,False,0.088
1675_01,True,0.9426
1678_01,False,0.1032
1679_01,False,0.4979
1680_01,False,0.0068
1680_02,True,0.9955
1683_01,False,0.1474
1684_01,False,0.1935
1686_01,False,0.2764
1689_01,True,0.9936
1689_02,True,0.9918
1689_03,True,0.9816
1692_01,True,0.8034
1693_01,True,0.6036
1701_01,True,0.5451
1702_01,True,0.5261
1703_01,False,0.4574
1706_01,False,0.1912
1707_01,False,0.2691
1716_01,False,0.0981
1720_01,False,0.1648
1722_01,False,0.1777
1726_01,False,0.2009
1726_02,True,0.973
1726_03,False,0.3649
1732_01,True,0.5451
1735_01,False,0.0976
1737_01,False,0.0845
1741_01,False,0.346
1741_02,True,0.5934
1741_03,True,0.509
1743_01,False,0.1271
1744_01,False,0.4619
1750_01,True,0.511
1751_01,True,0.9388
1751_02,True,0.9199
1754_01,False,0.4511
1756_01,False,0.3234
1759_01,True,0.9576
1765_01,True,0.5212
1773_01,False,0.14
1777_01,False,0.0025
1777_02,True,0.9766
1780_01,False,0.3281
1784_01,False,0.1046
1787_01,False,0.3452
1788_01,False,0.1375
1789_01,False,0.3009
1790_01,True,0.511
1790_02,True,0.511
1791_01,True,0.9302
1791_02,True,0.9558
1793_01,False,0.1563
1793_02,True,0.5014
1794_01,False,0.0855
1795_01,False,0.1955
1801_01,True,0.6125
1801_02,False,0.127
1809_01,True,0.5451
1814_01,False,0.1787
1814_02,True,0.6251
1814_03,True,0.5966
1815_01,True,0.9622
1819_01,False,0.0842
1820_01,False,0.4544
1824_01,False,0.0958
1825_01,False,0.3626
1825_02,False,0.321
1830_01,True,0.6319
1832_01,False,0.1401
1835_01,True,0.9838
1835_02,True,0.9855
1837_01,True,0.9914
1838_01,True,0.949
1839_01,False,0.0976
1840_01,True,0.6515
1842_01,False,0.1379
1845_01,False,0.0059
1851_01,False,0.0035
1851_02,True,0.9845
1852_01,True,0.9924
1852_02,True,0.9645
1852_03,True,0.9856
1852_04,True,0.9926
1858_01,True,0.9827
1862_01,False,0.1074
1862_02,False,0.1633
1862_03,True,0.6108
1867_01,True,0.988
1869_01,False,0.1127
1870_01,False,0.1236
1875_01,False,0.2756
1876_01,False,0.1478
1883_01,False,0.4861
1885_01,False,0.2128
1893_01,True,0.9597
1894_01,True,0.9558
1895_01,False,0.2277
1896_01,False,0.013
1900_01,False,0.4522
1904_01,False,0.0412
1909_01,True,0.9874
1909_02,True,0.9734
1909_03,False,0.1046
1910_01,True,0.8288
1910_02,False,0.027
1910_03,False,0.0875
1910_04,True,0.9326
1912_01,False,0.3758
1913_01,True,0.8405
1913_02,True,0.9733
1913_03,True,0.965
1914_01,True,0.5985
1917_01,False,0.4179
1919_01,False,0.3358
1921_01,False,0.1108
1921_02,False,0.0573
1924_01,True,0.6474
1929_01,False,0.1031
1930_01,False,0.1113
1932_01,False,0.0491
1934_01,False,0.1615
1936_01,False,0.1284
1943_01,False,0.197
1944_01,False,0.3042
1948_01,False,0.0035
1948_02,True,0.9914
1949_01,False,0.1453
1951_01,True,0.9895
1951_02,False,0.0161
1954_01,False,0.1305
1955_01,False,0.1814
1958_01,False,0.0287
1965_01,True,0.5163
1966_01,True,0.677
1970_01,False,0.0543
1972_01,False,0.4094
1982_01,False,0.0795
1986_01,True,0.9622
1987_01,True,0.5537
1989_01,True,0.5885
1990_01,True,0.949
1990_02,True,0.9543
1998_01,False,0.0883
2002_01,True,0.9622
2004_01,True,0.5329
2005_01,False,0.1845
2005_02,True,0.6034
2008_01,False,0.098
2014_01,True,0.9147
2016_01,True,0.9572
2016_02,False,0.1246
2017_01,False,0.2678
2017_02,False,0.0536
2018_01,True,0.5636
2020_01,True,0.9749
2021_01,True,0.5341
2023_01,False,0.3428
2023_02,True,0.5682
2023_03,True,0.5682
2025_01,False,0.004
2030_01,False,0.4694
2031_01,False,0.1319
2033_01,False,0.0993
2035_01,False,0.0988
2035_02,True,0.9558
2036_01,True,0.6484
2036_02,False,0.4418
2036_03,True,0.6108
2037_01,True,0.9772
2037_02,False,0.0033
2039_01,True,0.9384
2039_02,True,0.9632
2039_03,True,0.9595
2047_01,True,0.5506
2048_01,False,0.4868
2049_01,True,0.6163
2050_01,False,0.0797
2057_01,False,0.4282
2057_02,False,0.3695
2057_03,False,0.1422
2057_04,False,0.4197
2057_05,False,0.4359
2058_01,False,0.1371
2064_01,True,0.9558
2068_01,True,0.9774
2068_02,True,0.9316
2068_03,True,0.9412
2068_04,False,0.0217
2068_05,True,0.6863
2069_01,False,0.1044
2072_01,False,0.2364
2072_02,False,0.0957
2076_01,True,0.9622
2077_01,False,0.1515
2078_01,True,0.9489
2079_01,False,0.4654
2079_02,False,0.1695
2079_03,False,0.1191
2093_01,False,0.0906
2098_01,False,0.2213
2101_01,True,0.6716
2101_02,False,0.4438
2103_01,False,0.1548
2108_01,False,0.149
2108_02,False,0.2715
2109_01,True,0.5549
2113_01,True,0.7586
2119_01,False,0.2527
2119_02,True,0.5155
2122_01,True,0.7637
2132_01,True,0.6163
2146_01,True,0.9018
2146_02,True,0.9874
2151_01,True,0.5204
2155_01,False,0.4505
2157_01,False,0.1716
2160_01,False,0.0534
2160_02,True,0.9762
2160_03,True,0.9681
2165_01,False,0.2855
2166_01,False,0.4749
2169_01,False,0.1901
2170_01,False,0.1065
2174_01,False,0.1029
2176_01,True,0.6086
2178_01,False,0.186
2181_01,False,0.0887
2184_01,True,0.9951
2184_02,True,0.9649
2185_01,True,0.995
2192_01,False,0.271
2197_01,False,0.3162
2199_01,False,0.2636
2208_01,False,0.1506
2213_01,False,0.099
2214_01,False,0.1306
2216_01,False,0.4693
2217_01,False,0.1198
2218_01,False,0.2062
2222_01,True,0.9558
2226_01,False,0.1531
2227_01,True,0.9599
2230_01,False,0.4281
2236_01,False,0.4071
2240_01,True,0.6453
2240_02,False,0.2514
2240_03,True,0.6108
2242_01,True,0.6515
2244_01,True,0.5412
2245_01,True,0.8387
2245_02,True,0.9629
2246_01,False,0.4845
2246_02,False,0.0337
2247_01,False,0.0395
2248_01,False,0.1841
2249_01,True,0.7009
2250_01,False,0.1608
2259_01,False,0.4957
2259_02,True,0.9907
2260_01,True,0.9643
2265_01,False,0.0984
2271_01,False,0.0025
2276_01,False,0.4825
2276_02,False,0.1537
2283_01,False,0.0891
2285_01,False,0.2299
2286_01,False,0.1083
2290_01,True,0.6
2292_01,True,0.6163
2293_01,True,0.9622
2294_01,True,0.9784
2297_01,False,0.1644
2304_01,True,0.5451
2307_01,True,0.5921
2307_02,False,0.4162
2307_03,True,0.5749
2307_04,True,0.7814
2307_05,True,0.5921
2322_01,False,0.1031
2323_01,False,0.1223
2324_01,False,0.1401
2326_01,True,0.5179
2328_01,False,0.1648
2330_01,False,0.107
2331_01,True,0.9639
2334_01,False,0.0775
2335_01,True,0.6024
2337_01,True,0.6474
2342_01,False,0.0858
2343_01,True,0.9888
2343_02,True,0.7129
2344_01,False,0.0436
2344_02,True,0.9892
2346_01,False,0.0877
2350_01,False,0.4706
2350_02,False,0.1095
2350_03,True,0.9484
2351_01,False,0.0882
2351_02,False,0.0996
2352_01,False,0.1902
2354_01,False,0.0444
2355_01,True,0.9765
2355_02,True,0.9882
2355_03,False,0.1143
2355_04,True,0.9913
2358_01,False,0.0657
2359_01,False,0.1762
2362_01,False,0.4134
2370_01,True,0.5293
2370_02,True,0.5502
2370_03,False,0.2202
2370_04,True,0.5599
2371_01,False,0.4271
2372_01,False,0.1567
2378_01,False,0.2733
2378_02,True,0.954
2380_01,False,0.0034
2380_02,True,0.9796
2381_01,True,0.6163
2383_01,False,0.0998
2383_02,False,0.0764
2386_01,True,0.9514
2388_01,False,0.0935
2388_02,True,0.5615
2393_01,False,0.1487
2394_01,True,0.5907
2394_02,True,0.5317
2394_03,False,0.2605
2400_01,False,0.2008
2405_01,False,0.1304
2407_01,True,0.9867
2408_01,False,0.1415
2415_01,True,0.9405
2418_01,False,0.0918
2420_01,False,0.0976
2422_01,False,0.0035
2422_02,True,0.9914
2425_01,True,0.5896
2425_02,False,0.4505
2425_03,True,0.5437
2425_04,False,0.3477
2425_05,True,0.7881
2425_06,False,0.398
2428_01,False,0.1476
2430_01,True,0.5394
2430_02,False,0.3462
2430_03,False,0.0892
2434_01,True,0.5163
2434_02,False,0.1829
2437_01,False,0.0322
2440_01,False,0.4205
2447_01,False,0.0947
2448_01,True,0.9892
2448_02,True,0.9878
2450_01,False,0.0537
2459_01,True,0.6263
2464_01,False,0.0659
2465_01,False,0.2292
2468_01,True,0.9624
