PassengerId,Transported,Probabilidad
0626_03,True,0.744
0627_01,False,0.4415
0632_01,False,0.1129
0632_02,True,0.5313
0632_03,True,0.6438
0640_01,True,0.9728
0640_02,True,0.9835
0648_01,False,0.215
0648_02,False,0.1645
0649_01,True,0.6128
0651_01,True,0.9588
0652_01,True,0.6323
0652_02,False,0.4376
0652_03,True,0.5801
0652_04,False,0.2446
0652_05,True,0.5604
0654_01,True,0.7178
0662_01,True,0.5741
0666_01,True,0.6242
0666_02,True,0.7104
0667_01,False,0.2225
0670_01,False,0.158
0670_02,False,0.0655
0673_01,True,0.7155
0675_01,True,0.6068
0676_01,False,0.2218
0681_01,True,0.5955
0692_01,True,0.8334
0694_01,True,0.5695
0695_01,True,0.6728
0698_01,False,0.2594
0700_01,False,0.2024
0706_01,True,0.7118
0708_01,True,0.9726
0708_02,True,0.9805
0711_01,False,0.113
0716_01,False,0.3401
0717_01,True,0.918
0717_02,False,0.4365
0717_03,True,0.9297
0717_04,True,0.9297
0717_05,False,0.1073
0717_06,False,0.2567
0717_07,True,0.9646
0720_01,True,0.9221
0720_02,False,0.3827
0720_03,False,0.096
0721_01,True,0.5009
0722_01,False,0.2546
0723_01,False,0.102
0725_01,True,0.6003
0730_01,True,0.5535
0731_01,False,0.1481
0731_02,False,0.2453
0735_01,False,0.2728
0739_01,False,0.4937
0741_01,True,0.6424
0742_01,True,0.547
0742_02,True,0.8851
0744_01,True,0.9791
0745_01,False,0.0924
0747_01,False,0.1181
0748_01,True,0.8925
0748_02,False,0.0671
0749_01,True,0.8944
0751_01,True,0.8811
0752_01,True,0.5942
0755_01,True,0.613
0758_01,False,0.389
0758_02,True,0.9647
0758_03,False,0.0457
0759_01,True,0.9845
0759_02,False,0.2683
0759_03,True,0.9798
0760_01,False,0.1286
0763_01,True,0.9846
0763_02,False,0.1596
0766_01,True,0.6824
0774_01,True,0.5874
0774_02,False,0.0517
0774_03,True,0.6001
0775_01,True,0.912
0775_02,True,0.6707
0775_03,True,0.9436
0775_04,False,0.1588
0775_05,True,0.7576
0775_06,True,0.9856
0778_01,True,0.9855
0778_02,False,0.3731
0780_01,True,0.8667
0783_01,False,0.2152
0792_01,True,0.6557
0800_01,False,0.1317
0801_01,True,0.9027
0803_01,False,0.4363
0804_01,True,0.9826
0807_01,False,0.4567
0810_01,False,0.0873
0812_01,True,0.7018
0814_01,False,0.1265
0821_01,True,0.7709
0827_01,False,0.2445
0827_02,True,0.5172
0827_03,True,0.9829
0831_01,False,0.1325
0832_01,True,0.6209
0837_01,True,0.9761
0837_02,False,0.1069
0838_01,True,0.6499
0838_02,False,0.1306
0841_01,False,0.1151
0842_01,True,0.596
0843_01,True,0.5973
0844_01,True,0.7044
0847_01,False,0.1571
0852_01,True,0.9655
0854_01,True,0.6217
0855_01,True,0.7557
0856_01,False,0.0677
0857_01,True,0.6621
0858_01,False,0.205
0858_02,True,0.8979
0861_01,False,0.3852
0862_01,True,0.6296
0864_01,False,0.0874
0864_02,True,0.9002
0864_03,True,0.9415
0866_01,True,0.8911
0872_01,False,0.1851
0880_01,True,0.7841
0880_02,True,0.6518
0882_01,True,0.8307
0884_01,False,0.2239
0884_02,True,0.6663
0886_01,False,0.1246
0886_02,True,0.8948
0886_03,True,0.9521
0887_01,False,0.0206
0887_02,False,0.0794
0888_01,False,0.1387
0888_02,False,0.4302
0891_01,True,0.773
0892_01,True,0.9765
0892_02,True,0.9841
0892_03,True,0.986
0894_01,True,0.9791
0895_01,False,0.3981
0896_01,False,0.3757
0897_01,True,0.986
0897_02,True,0.9846
0900_01,True,0.6
0908_01,True,0.5499
0909_01,False,0.0718
0909_02,True,0.9441
0909_03,True,0.9098
0914_01,False,0.2022
0916_01,False,0.2922
0917_01,False,0.4518
0920_01,False,0.073
0929_01,False,0.3236
0934_01,False,0.1768
0936_01,False,0.0887
0937_01,True,0.6477
0943_01,True,0.8948
0943_02,True,0.9521
0943_03,False,0.1998
0945_01,False,0.2716
0945_02,False,0.0973
0948_01,False,0.2459
0950_01,True,0.8852
0954_01,False,0.3562
0958_01,False,0.1702
0959_01,False,0.2296
0962_01,True,0.8516
0963_01,True,0.9685
0967_01,False,0.1789
0973_01,False,0.2642
0974_01,False,0.214
0977_01,True,0.5916
0980_01,False,0.19
0981_01,False,0.166
0981_02,True,0.5878
0986_01,False,0.0967
0986_02,True,0.9867
0996_01,False,0.3563
0999_01,True,0.6492
0999_02,True,0.603
1003_01,False,0.1721
1007_01,False,0.0863
1009_01,False,0.0835
1010_01,True,0.8999
1016_01,False,0.0559
1021_01,False,0.3102
1023_01,True,0.9022
1028_01,True,0.616
1037_01,True,0.558
1039_01,False,0.2256
1042_01,False,0.2564
1044_01,True,0.7549
1050_01,True,0.5794
1055_01,True,0.51
1059_01,True,0.9849
1059_02,True,0.9864
1061_01,True,0.9823
1064_01,True,0.6496
1064_02,False,0.4445
1067_01,False,0.3134
1069_01,True,0.9746
1070_01,True,0.5758
1072_01,True,0.5069
1072_02,True,0.5591
1072_03,True,0.6802
1072_04,False,0.3992
1072_05,False,0.1802
1072_06,False,0.304
1072_07,True,0.71
1072_08,True,0.5808
1073_01,False,0.202
1074_01,True,0.6805
1074_02,True,0.8017
1081_01,False,0.4794
1087_01,True,0.5205
1090_01,True,0.9782
1090_02,False,0.4153
1092_01,True,0.6976
1098_01,False,0.1768
1101_01,True,0.5651
1103_01,False,0.1066
1104_01,True,0.9485
1106_01,False,0.0477
1106_02,True,0.9446
1107_01,False,0.1666
1109_01,False,0.2138
1111_01,True,0.6607
1111_02,True,0.5648
1111_03,False,0.1818
1118_01,False,0.1158
1118_02,True,0.9649
1118_03,True,0.9357
1118_04,False,0.3999
1118_05,False,0.0741
1119_01,False,0.1288
1119_02,True,0.9081
1120_01,True,0.8994
1122_01,True,0.6198
1124_01,True,0.982
1124_02,True,0.8644
1124_03,False,0.1721
1125_01,False,0.0813
1125_02,True,0.6411
1126_01,True,0.8885
1128_01,True,0.9805
1128_02,True,0.9821
1131_01,True,0.9558
1135_01,False,0.1167
1135_02,True,0.8195
1135_03,False,0.0483
1135_04,True,0.8667
1137_01,True,0.5511
1137_02,False,0.1157
1138_01,True,0.9352
1139_01,True,0.5763
1143_01,False,0.4148
1145_01,True,0.9557
1145_02,False,0.4756
1145_03,False,0.109
1145_04,True,0.9557
1151_01,True,0.5651
1157_01,False,0.073
1158_01,True,0.6418
1158_02,True,0.6024
1159_01,True,0.6511
1159_02,False,0.4346
1159_03,True,0.6512
1160_01,False,0.4363
1164_01,False,0.3188
1171_01,False,0.0534
1172_01,True,0.905
1176_01,False,0.3386
1181_01,False,0.2515
1183_01,True,0.9809
1183_02,False,0.3531
1183_03,True,0.9764
1184_01,True,0.9721
1184_02,False,0.4304
1189_01,False,0.2066
1194_01,False,0.0635
1196_01,False,0.1201
1196_02,False,0.0666
1200_01,True,0.9638
1201_01,False,0.3152
1201_02,True,0.7234
1202_01,False,0.1751
1204_01,True,0.5157
1205_01,False,0.1078
1207_01,False,0.4011
1207_02,True,0.6303
1207_03,True,0.6484
1207_04,False,0.4083
1209_01,False,0.1267
1209_02,False,0.2564
1217_01,True,0.8966
1217_02,True,0.9806
1219_01,False,0.1644
1219_02,True,0.9752
1224_01,True,0.9347
1224_02,True,0.7388
1226_01,True,0.9181
1226_02,True,0.9349
1227_01,True,0.8887
1237_01,True,0.508
1241_01,False,0.2077
1244_01,True,0.9014
1245_01,True,0.5945
1247_01,True,0.924
1249_01,False,0.1785
1251_01,True,0.8397
1252_01,False,0.1636
1253_01,False,0.0652
1257_01,True,0.9854
1257_02,True,0.9864
1257_03,True,0.6617
1257_04,True,0.8331
1262_01,True,0.6555
1262_02,False,0.2345
1265_01,True,0.6082
1266_01,False,0.1217
1268_01,True,0.9441
1270_01,True,0.9716
1272_01,False,0.1546
1275_01,False,0.137
1276_01,False,0.4087
1277_01,False,0.2357
1290_01,False,0.0971
1296_01,False,0.2025
1297_01,True,0.8495
1298_01,False,0.3991
1301_01,False,0.3802
1301_02,True,0.5684
1301_03,True,0.6177
1303_01,False,0.299
1305_01,True,0.7484
1313_01,True,0.5838
1314_01,False,0.1903
1315_01,True,0.6031
1318_01,True,0.9496
1319_01,False,0.2233
1319_02,False,0.0607
1320_01,True,0.655
1320_02,True,0.6545
1320_03,True,0.6545
1321_01,True,0.7006
1321_02,True,0.9485
1321_03,False,0.0558
1321_04,False,0.27
1327_01,True,0.5966
1329_01,False,0.1069
1334_01,False,0.1365
1338_01,True,0.9873
1338_02,True,0.9839
1339_01,True,0.5862
1341_01,False,0.0996
1341_02,True,0.6422
1341_03,True,0.5258
1343_01,False,0.0203
1343_02,True,0.6129
1343_03,False,0.1446
1344_01,False,0.1915
1346_01,False,0.4325
1349_01,True,0.6014
1349_02,True,0.7263
1354_01,False,0.2145
1354_02,False,0.3145
1354_03,True,0.9089
1354_04,True,0.8058
1354_05,True,0.7936
1354_06,True,0.8628
1354_07,False,0.4175
1358_01,True,0.9056
1358_02,False,0.0973
1359_01,False,0.2168
1361_01,True,0.9073
1361_02,False,0.0495
1363_01,False,0.3364
1364_01,False,0.2772
1364_02,False,0.4329
1367_01,True,0.6378
1369_01,True,0.5701
1369_02,True,0.5921
1369_03,True,0.8041
1372_01,True,0.606
1373_01,False,0.4724
1374_01,True,0.9759
1388_01,True,0.59
1392_01,False,0.244
1394_01,True,0.5451
1396_01,True,0.5059
1405_01,False,0.3652
1409_01,False,0.2365
1409_02,True,0.7057
1411_01,True,0.7561
1418_01,True,0.5675
1422_01,True,0.9817
1422_02,False,0.0759
1422_03,False,0.0234
1429_01,True,0.5102
1432_01,False,0.138
1432_02,False,0.085
1436_01,False,0.4137
1437_01,False,0.0972
1441_01,False,0.1562
1446_01,False,0.1519
1448_01,False,0.4549
1449_01,False,0.0954
1456_01,False,0.218
1459_01,False,0.1818
1464_01,False,0.1516
1466_01,True,0.5541
1468_01,True,0.5168
1469_01,False,0.0697
1469_02,False,0.0989
1470_01,True,0.6236
1471_01,False,0.4068
1471_02,True,0.592
1471_03,True,0.6156
1471_04,False,0.4953
1471_05,True,0.5506
1472_01,True,0.636
1473_01,False,0.1626
1473_02,False,0.1442
1475_01,True,0.5843
1476_01,False,0.3102
1477_01,True,0.6337
1477_02,False,0.1346
1480_01,True,0.6016
1482_01,True,0.9076
1483_01,False,0.4736
1486_01,True,0.5733
1487_01,True,0.6455
1487_02,True,0.5643
1492_01,False,0.1203
1492_02,False,0.2056
1494_01,False,0.1957
1495_01,False,0.0711
1495_02,True,0.6974
1496_01,True,0.5458
1497_01,True,0.9172
1497_02,True,0.914
1502_01,False,0.0585
1502_02,True,0.8938
1502_03,True,0.9772
1502_04,True,0.9645
1504_01,False,0.1011
1505_01,False,0.0573
1508_01,False,0.1262
1512_01,False,0.2808
1513_01,True,0.5925
1514_01,True,0.6276
1516_01,False,0.4425
1517_01,False,0.1941
1518_01,False,0.0655
1518_02,False,0.2596
1519_01,False,0.136
1522_01,True,0.9043
1530_01,True,0.8334
1534_01,False,0.079
1534_02,False,0.0645
1535_01,False,0.1057
1537_01,True,0.9685
1538_01,False,0.0482
1538_02,False,0.1448
1546_01,True,0.6835
1549_01,True,0.5008
1553_01,True,0.916
1553_02,False,0.2727
1554_01,True,0.6773
1554_02,True,0.6529
1556_01,True,0.5918
1557_01,True,0.9729
1559_01,True,0.9874
1559_02,True,0.9829
1563_01,True,0.9801
1566_01,True,0.9782
1570_01,False,0.1791
1571_01,False,0.3538
1574_01,True,0.5591
1575_01,True,0.6
1582_01,True,0.5272
1582_02,True,0.5985
1583_01,True,0.9208
1586_01,False,0.1279
1587_01,True,0.6453
1587_02,True,0.7268
1589_01,False,0.1174
1591_01,False,0.0336
1591_02,True,0.9293
1598_01,True,0.6238
1598_02,True,0.5418
1600_01,False,0.1823
1605_01,False,0.1014
1607_01,True,0.6128
1609_01,False,0.118
1610_01,True,0.5929
1616_01,True,0.5806
1618_01,False,0.0819
1620_01,False,0.0777
1623_01,False,0.2349
1627_01,True,0.5977
1629_01,True,0.9318
1629_02,True,0.9261
1629_03,True,0.9726
1629_04,True,0.8339
1629_05,True,0.9726
1629_06,True,0.9868
1639_01,False,0.1668
1641_01,True,0.8909
1642_01,False,0.0868
1643_01,False,0.2316
1648_01,True,0.8886
1652_01,True,0.6424
1654_01,False,0.0895
1664_01,False,0.367
1665_01,True,0.9828
1665_02,True,0.984
1667_01,False,0.0942
1675_01,True,0.9327
1678_01,False,0.12
1679_01,True,0.5824
1680_01,False,0.0463
1680_02,True,0.9842
1683_01,False,0.1429
1684_01,False,0.1843
1686_01,False,0.3009
1689_01,True,0.7154
1689_02,True,0.9219
1689_03,True,0.7265
1692_01,True,0.6893
1693_01,False,0.4638
1701_01,True,0.5945
1702_01,True,0.6689
1703_01,False,0.4586
1706_01,False,0.2273
1707_01,False,0.2261
1716_01,False,0.1604
1720_01,False,0.1511
1722_01,False,0.1817
1726_01,False,0.1587
1726_02,True,0.9465
1726_03,False,0.2887
1732_01,True,0.5994
1735_01,False,0.1936
1737_01,False,0.1423
1741_01,True,0.5819
1741_02,True,0.6449
1741_03,True,0.597
1743_01,False,0.17
1744_01,False,0.2898
1750_01,True,0.5462
1751_01,True,0.95
1751_02,True,0.8882
1754_01,True,0.5486
1756_01,False,0.3263
1759_01,True,0.9044
1765_01,True,0.6144
1773_01,False,0.1904
1777_01,False,0.0242
1777_02,True,0.9814
1780_01,False,0.29
1784_01,False,0.1392
1787_01,False,0.4896
1788_01,False,0.1174
1789_01,False,0.3867
1790_01,True,0.5642
1790_02,True,0.5592
1791_01,True,0.928
1791_02,True,0.8892
1793_01,False,0.2041
1793_02,False,0.4897
1794_01,False,0.1003
1795_01,False,0.1356
1801_01,True,0.6383
1801_02,False,0.1241
1809_01,True,0.5979
1814_01,False,0.2883
1814_02,True,0.643
1814_03,True,0.5679
1815_01,True,0.9189
1819_01,False,0.0605
1820_01,True,0.564
1824_01,False,0.3015
1825_01,False,0.4152
1825_02,False,0.2563
1830_01,True,0.5839
1832_01,False,0.185
1835_01,True,0.9811
1835_02,True,0.9864
1837_01,True,0.9796
1838_01,True,0.8864
1839_01,False,0.0586
1840_01,True,0.6833
1842_01,False,0.087
1845_01,False,0.1261
1851_01,False,0.1474
1851_02,True,0.9861
1852_01,True,0.9875
1852_02,True,0.6943
1852_03,True,0.9868
1852_04,True,0.9873
1858_01,True,0.9857
1862_01,False,0.2122
1862_02,False,0.1329
1862_03,True,0.5739
1867_01,True,0.9832
1869_01,False,0.0881
1870_01,False,0.0958
1875_01,False,0.2915
1876_01,False,0.1562
1883_01,True,0.6915
1885_01,False,0.3097
1893_01,True,0.9302
1894_01,True,0.8945
1895_01,False,0.2342
1896_01,False,0.0468
1900_01,True,0.5705
1904_01,False,0.0771
1909_01,True,0.9749
1909_02,True,0.9839
1909_03,False,0.3319
1910_01,True,0.9074
1910_02,False,0.0667
1910_03,False,0.1312
1910_04,True,0.9367
1912_01,False,0.2696
1913_01,True,0.7784
1913_02,True,0.8846
1913_03,True,0.9293
1914_01,True,0.6069
1917_01,True,0.5082
1919_01,False,0.4705
1921_01,False,0.1107
1921_02,False,0.0497
1924_01,True,0.6347
1929_01,False,0.1746
1930_01,False,0.1826
1932_01,False,0.0594
1934_01,False,0.1893
1936_01,False,0.0431
1943_01,False,0.1588
1944_01,False,0.1996
1948_01,False,0.0896
1948_02,True,0.9854
1949_01,False,0.1044
1951_01,True,0.9861
1951_02,False,0.0945
1954_01,False,0.0746
1955_01,False,0.0903
1958_01,False,0.0646
1965_01,True,0.6193
1966_01,True,0.5074
1970_01,False,0.1123
1972_01,False,0.3977
1982_01,False,0.0781
1986_01,True,0.9324
1987_01,True,0.5662
1989_01,True,0.6377
1990_01,True,0.8823
1990_02,True,0.9452
1998_01,False,0.1097
2002_01,True,0.9344
2004_01,True,0.5878
2005_01,False,0.129
2005_02,True,0.5756
2008_01,False,0.1331
2014_01,True,0.86
2016_01,True,0.8965
2016_02,False,0.1795
2017_01,False,0.343
2017_02,False,0.0853
2018_01,True,0.6167
2020_01,True,0.6975
2021_01,True,0.6001
2023_01,True,0.5539
2023_02,True,0.6411
2023_03,True,0.6768
2025_01,False,0.0233
2030_01,False,0.49
2031_01,False,0.1384
2033_01,False,0.2288
2035_01,False,0.0933
2035_02,True,0.9158
2036_01,True,0.6534
2036_02,True,0.7262
2036_03,True,0.5817
2037_01,True,0.9829
2037_02,False,0.0746
2039_01,True,0.9439
2039_02,True,0.9158
2039_03,True,0.8941
2047_01,True,0.5872
2048_01,True,0.5357
2049_01,True,0.6164
2050_01,False,0.1414
2057_01,True,0.5671
2057_02,False,0.4579
2057_03,False,0.3379
2057_04,True,0.5583
2057_05,True,0.6893
2058_01,False,0.1806
2064_01,True,0.8927
2068_01,True,0.978
2068_02,True,0.8642
2068_03,True,0.9071
2068_04,False,0.245
2068_05,True,0.7358
2069_01,False,0.1139
2072_01,False,0.2849
2072_02,False,0.0633
2076_01,True,0.9344
2077_01,False,0.1866
2078_01,True,0.933
2079_01,True,0.5556
2079_02,False,0.1424
2079_03,False,0.1591
2093_01,False,0.1478
2098_01,False,0.2896
2101_01,True,0.6835
2101_02,True,0.5111
2103_01,False,0.2359
2108_01,False,0.4193
2108_02,False,0.3757
2109_01,True,0.5513
2113_01,True,0.6999
2119_01,False,0.2948
2119_02,True,0.5946
2122_01,True,0.6139
2132_01,True,0.5874
2146_01,True,0.934
2146_02,True,0.9877
2151_01,True,0.5759
2155_01,True,0.5729
2157_01,False,0.1838
2160_01,False,0.0566
2160_02,True,0.9359
2160_03,True,0.9324
2165_01,False,0.2722
2166_01,False,0.4906
2169_01,False,0.2396
2170_01,False,0.0752
2174_01,False,0.0904
2176_01,True,0.6404
2178_01,False,0.2952
2181_01,False,0.0827
2184_01,True,0.9854
2184_02,True,0.8817
2185_01,True,0.9828
2192_01,False,0.2481
2197_01,False,0.3109
2199_01,False,0.3924
2208_01,False,0.0998
2213_01,False,0.1311
2214_01,False,0.2529
2216_01,True,0.5199
2217_01,False,0.2189
2218_01,False,0.313
2222_01,True,0.882
2226_01,False,0.1627
2227_01,True,0.863
2230_01,True,0.5165
2236_01,False,0.4835
2240_01,True,0.6592
2240_02,False,0.1924
2240_03,True,0.5849
2242_01,True,0.6872
2244_01,True,0.6678
2245_01,True,0.8846
2245_02,True,0.969
2246_01,False,0.4951
2246_02,False,0.0943
2247_01,False,0.1125
2248_01,False,0.1695
2249_01,True,0.7952
2250_01,False,0.1101
2259_01,True,0.5083
2259_02,True,0.9874
2260_01,True,0.9621
2265_01,False,0.0774
2271_01,False,0.0871
2276_01,True,0.5485
2276_02,False,0.1302
2283_01,False,0.1043
2285_01,False,0.2118
2286_01,False,0.2167
2290_01,True,0.5989
2292_01,True,0.5699
2293_01,True,0.9155
2294_01,True,0.6901
2297_01,False,0.0841
2304_01,True,0.5955
2307_01,True,0.6938
2307_02,True,0.6062
2307_03,True,0.6614
2307_04,True,0.6923
2307_05,True,0.6895
2322_01,False,0.0839
2323_01,False,0.1311
2324_01,False,0.1806
2326_01,True,0.5836
2328_01,False,0.2223
2330_01,False,0.0624
2331_01,True,0.9734
2334_01,False,0.0848
2335_01,True,0.5571
2337_01,True,0.586
2342_01,False,0.201
2343_01,True,0.9862
2343_02,True,0.6037
2344_01,False,0.0923
2344_02,True,0.9848
2346_01,False,0.1182
2350_01,False,0.3851
2350_02,False,0.1466
2350_03,True,0.9398
2351_01,False,0.2182
2351_02,False,0.0598
2352_01,False,0.2273
2354_01,False,0.1279
2355_01,True,0.9821
2355_02,True,0.9841
2355_03,False,0.1112
2355_04,True,0.9597
2358_01,False,0.1555
2359_01,False,0.1308
2362_01,False,0.3633
2370_01,True,0.5872
2370_02,True,0.6214
2370_03,False,0.3394
2370_04,True,0.5816
2371_01,True,0.5115
2372_01,False,0.0684
2378_01,True,0.5387
2378_02,True,0.9395
2380_01,False,0.1123
2380_02,True,0.9769
2381_01,True,0.5806
2383_01,False,0.164
2383_02,False,0.0853
2386_01,True,0.8784
2388_01,False,0.1437
2388_02,True,0.6333
2393_01,False,0.2054
2394_01,True,0.537
2394_02,True,0.6396
2394_03,False,0.1947
2400_01,False,0.3139
2405_01,False,0.117
2407_01,True,0.864
2408_01,False,0.229
2415_01,True,0.8314
2418_01,False,0.0971
2420_01,False,0.1635
2422_01,False,0.1542
2422_02,True,0.9854
2425_01,True,0.5586
2425_02,True,0.5777
2425_03,False,0.4004
2425_04,False,0.4905
2425_05,True,0.5427
2425_06,True,0.5658
2428_01,False,0.2289
2430_01,True,0.5787
2430_02,False,0.4743
2430_03,False,0.1537
2434_01,True,0.6128
2434_02,False,0.1643
2437_01,False,0.0946
2440_01,True,0.6113
2447_01,False,0.1329
2448_01,True,0.9848
2448_02,True,0.9881
2450_01,False,0.0344
2459_01,True,0.6915
2464_01,False,0.054
2465_01,False,0.2458
2468_01,True,0.9412
2469_01,True,0.8849
